,문장,혐오 여부
14518,"불고렙 일게이가 전하는 일베용어 101



1 일게이

일베를 사용하는 모든 일베 게시판 이용자이다. 일@베 게@시판 이@용자의 준말이다.



2 [게이]

똥꼬충 소돔아잇 내시 등 에이즈 성병이 심한 집단이다.



3 [틀딱]

위 단어 사용자는 짱개와 화교 그리고 친중국 싸이옵에 참여한 역적 매국노들이다. 중국의 홍위병 같은 패륜 아동성애 동성애 식인종과 다름없고 또한 똑같은 거짓말을 같은 패턴으로 하는 좀비 NPC이기도 하다.



4 [일베충]

일베하는 싸이옵 부대들의 은어이다. 특징은 자신이 일베에서 작업하며 자신은 일베충이 아니라고 망상 중국몽하는 위선 완장질 즉, 중화사상 씹선비질 갑질을 잘 한다.



MAGA! MAKE AMERICA GREAT AGAIN

MIGA! MAKE ILBE GREAT AGAIN

MKGA! MAKE KOREA GREAT AGAIN",2
14519,병신이 나라잡으면 이런 결과가 나옴,1
14520,감자떡 ㅋㅋ,2
14521,돈보고 결혼한거겠지 그래도 애2명은 너무했네,3
14522,@무슨재앙현상 일본에 날계란밥 많아 .. 먹을만함,2
14523,오 이 작가 인스타에도 연재 시작했네 그림 ㅅㅌㅊ,1
14524,팩트) 한국의 자력한계는 북한이다,2
14525,"@일베불고렙 ㅇㅇ 맞음 1등 한족짱께
2등 조선족 짱께
3등 홍콩,대만 짱께
4등 전라도",0
14526,@익명_6cdf7f 니가 여자한테 시켰을 수도 있잖냐 그냥 했는지 안했는지만 물어본거임,3
14527,사인이 뇌줄중이라는데 우한폐렴 증상중에 뇌졸중도 있음ㅋㅋㅋㅋㅋ,2
14528,두놈다 울음보 터짐 ㅋㅋ 지가먹었던 여자들 밑물터지듯 ㅠㅠ,3
14529,@익명_a083e2 응 느금마 보지욕하니 빡치지??ㅋㅋㅋ 부들대는거보소 왜냐면 니애미 뒤진지 오래거덩~~~~~ㅋㅋㅋㅋㅋ,3
14530,"어릴때부터 광기어린 반일교육을 시키는 전라도
그렇게 배우고 자라난 사람들이 장악한 방송국",0
14531,피땀흘려 일군알토란같은 기업들을 ㅠ,1
14532,이혼남이 여자 잘 꼬신다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
14533,U,0
14534,"군산에 불나서 사람타죽고

꽃같은 여고생 없어졌는데

나몰라라하고 러시아 축구보러

가는 꼬락서니가 떼중이랑 비슷하네",2
14535,"문재인 애미창년 난교로 좆물10L 보지에 부어서 문재인탄생, 한심",3
14536,"공병호 아버지 이름 한자로 풀어서 중국어 독음으로 넣고 폄하하는 가짜뉴스

공박사 이렇게 조림돌림 당할만큼 허접하게 인생 산사람 아니다!

공천에서 보인 그의 행동은 너무 현실정치를 몰랐던 순진함의 결과지 그의 삶은 모든이에게 귀감이 될만하다",1
14537,하여간 입만열면 문벌구,1
14538,고맙다 게이야..,0
14539,@트리마제주민 좃선족이 나보다 랩이 높아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
14540,죄 있나 왜 얼굴 모자이크 했지?,3
14541,@오후에맑음 창원게이?,1
14542,극혐 중국,2
14543,"방사능은 자연재해고 그들의 어느정도의 잘못으로 대처는 잘못됬다!! 그거와 별개지., 대통령님 중국에 대해서 공장과 친환경",2
14544,일본여행 갔다온적있으면 일본이 뭔 개지랄을해도 주둥이 닫고있어야 되냐?ㅋㅋㅋㅋㅋㅋ,2
14545,"헐 그러네
여자친구 욕하는 건 지우고
엄마 욕하는 건 안지웠네ㄷㄷ..",3
14546,"안정환은 남자로서의 모습을 잘 지키잖아

경제적으로 좇빠지게 일해서 먹여살리니까

여자도 여자 몫을 해야지 그게 싫으면 남자만큼 벌어서 식구 먹여살리던가",3
14547,이건 찐이다,0
14548,@여보고생지인 기사화 됐으면 서서히 공론화 되는거지 어디 디지털 신문보다 조선에서 다뤄주면 다른 언론사들 이목도 끌고 파급력도 생기고 좋게생각하자,1
14549,"한국당도 의심스럽다.
이통박통은 둘다 숙청 되서 감옥에 가있는데 한국당의원 중에는 친박의원 몇명 외에는 감옥에 간 놈이 없다.
탄핵에 앞장섰던 김성태도 무죄로 풀려났다.
한국당이 민주당과 손잡고 박통 탄핵했고 지금도 거의 대여투쟁이 없는 2중대 역할을 하고있다.
어쩌면 선거조작등 모든걸 같이 조작할수도 있다.이번 총선에서 50프로씩 나눠갖는다면 둘이 짜고치는 선거조작일 가능성 백퍼다",1
14550,나누는게 아니라 더 늘어나는거지,0
14551,"조선인들은 중국의 옛 현인들의 말과 역사, 속담들로 가득 채워 문집을 만드는데,

사실 이를 제대로 이해하는 사람들은 없었고 시험관조차 이해하지 못하는데,

이렇게 이해하기 어려운 글일수록 사람들은 글을 쓴 사람을 대단하게 여긴다.

- 독일인 헤세 바르텍 -",2
14552,개통쾌ㅋㅋㅋㅋ인실좃 지대로네ㅋㅋㅋㅋㅋ,1
14553,@노무현은사용금지 얼굴도 김연아가 낫지,1
14554,"괜찮아.. 너무 열받지마



대통령이 나서서 중국몽을 쫓겠습니다, 중국과는 공동운명체라고 해도 어느 누구도 들고 일어나지 않아



미국의 꿈, 일본의 꿈이라고 했으면 탄핵감이었을걸??



개돼지 국민들이 동의한 거니까 너 혼자 열받지말고 그냥 망하는걸 즐겨",2
14555,잘지내 빅라이트...,1
14556,ㅋㅋㅋ와 ㅋㅋㅋㅋ존나 신박했다,0
14557,"뭔글이야?

저기 여자가 불고기 굽기 장인이건가?",3
14558,전라도 개눈깔,0
14559,"@꼼시꼼사 그리고 문재앙 관련 내용은 쏙 빼놈ㅋㅋ

원문

문재인 대통령은 전날 베이징을 찾아 시진핑(習近平) 중국 국가주석과 정상회담ㆍ오찬을 마친 뒤 곧장 청두로 이동해야 했다. 외교 소식통은 “일정이 촉박해 베이징에서 다른 동선을 짤 수 없었다”고 말했다.

문 대통령이 청두로 떠난 후에는 아베 신조(安倍晋三) 일본 총리가 베이징에 도착했다. 아베 총리는 시 주석과 정상회담ㆍ만찬을 끝내고 자정이 다 돼서야 청두에 도착했다. 두 정상이 번갈아 회의 주최국 수도를 거쳐 지방으로 향하는 건 정상외교에서 전례를 찾기 어려운 광경이다. 중국이 마치 황제인양 으스댄다는 지적이 나오는 이유다.
https://www.hankookilbo.com/News/Read/201912241484380119

======================================================

즉 문재앙도 정상회담+점심먹음 // 아베도 정상회담+저녁먹음 -> 그 후에 청두로 보내진게 짱깨 시진핑이 아베랑 문재앙 모두 신하취급한뒤 황제인양 으스대는 내용인데 편집당함ㅋㅋㅋ",2
14560,@익명23a96c ㄹㅇ;,0
14561,"결혼 몇번째냐
이번에도 이혼당할거냐",3
14562,@개재인문새끼,3
14563,대통령 경호 못한 새끼가 경호대빵먹고 ㄷㄷ,1
14564,"김종인 저할배 지역구 된적 없다며?? ㅋㅋㅋ
맨날 신당 쳐 만들면서 비례나 쳐 빠는 인간 아닌가?

애초 우파도 아니면서 ㅇ이래라 저래라 지랄하는 심보가 ㅇ웃김",1
14565,@가운데어뢰 그게 아닌것같은데,1
14566,법없이사는남자 ㅇㅂ,3
14567,"한국 빼고 러시아 낳자고함



문재앙 국제찐따 됬다",2
14568,"쩝쩝이 이개새끼는 생긴것도 족같아
귀싸대기 한대만 갈겼으면,,, ㅋ",2
14569,"요즘 초딩들은 언어구사력도 다르네
목소리가 청량하다 호평이 많을것 같다
내가 저 나이때라면 생각지도 못했을 표현인데",1
14570,빨.갱.이들아 두렵지 않아 ?,0
14571,우한갤이 제2의 연평갤이 되려나..,2
14572,@올에이쁠 풎퉷,0
14573,@더불어빠루당 https://m.insight.co.kr/news/266213,0
14574,미뽕은 ㅇㅂ,0
14575,"@샤이보스 그래서 추방당한 사람 있어?
뇌물 먹고 더러운짓하다 걸린것들이 블랙리스트 당했다고 입털지",1
14576,"북한이 한국차단함

중국인들의 출입에 제한없는 한국과 협력하려하지 않을듯.",2
14577,"@흙기사 넌 기사에 인용 넣을 때 한나라 대통령 이름이 걸릴 때
데스크에서 태클 안 걸 거라 생각하냐?
알면서도 OK 때린 거다",1
14578,@태극기요원 민주당이 많자나 이번 총선이 중요!,1
14579,같은 한표씨발,0
14580,바퀴벌레는 죽었을때도 들여선 안되지,2
14581,@봉하마을노루토 미치면,1
14582,"윤석열 이새키 중간에서 간만 보는 새키잖앜ㅋㅋㅋ
법원새키들이나 검찰새키들이나 도긴개긴 잼",1
14583,하여간 여자들의 뇌란 ? 그냥 못씀,3
14584,"@정법규 좆족 대깨문 종특
반박불가 팩폭에 부들부들 오줌 찔찔 지리면서 가짜뉴스 가짜뉴스거림
시진핑개좆집새키 해봐",1
14585,신도시ㅋㅋ 막장 엠생들 사고쳐서 결혼한듯,3
14586,@주식민주화 ㅇㄱㄹㅇ 알고보니 중국이 선진국이었네~ 우리도 저래야 한다 개돼지가 어설프게 정치에 관심가지면 나라가 씹창난다,2
14587,ㅋㅋ 병신,0
14588,남자가 흘려야 할건 눈물만이 아니죠...,3
14589,듣는대로 하겠습니다 ㅋㅋㅋㅋㅋㅋ,0
14590,정찬성 vs 맥그리거 보고싶다,0
14591,"쉬운방법 있음ㅋㅋ
미통당에서 사전선거 조작 정황 포착 된거같다고 기사나 맘카페 몇군데 흘리면
지들이 기를쓰고 설치하자고 언플 지릴거다.",1
14592,"옛날엔 ㄹㅇ 사진하나로 몇동 몇 층이다까지 저격한 게이잇엇는데 ㅋㅋ
존나 그립노
저격은 확실히 예전이 진심 ㅎㄷㄷ햇던거같음 ㅋㅋ",1
14593,@민식맘 응 너개미 정숙이 국밥팔면서 순대막창에 끼워팔던 돼지보지 ^^,3
14594,지석진 맘만 먹으면 말빨로 유갈비 조짐,3
14595,@보혐천국보빨지옥 개쇠리,3
14596,@팔자좋다 ㅇㅇ 발열 기침 이런건 없는데 호흡곤란+흉통+폐렴증상,2
14597,함번도 경험해 보지 모탄 나라를 만둘겟숨니돠 훠훠훠훠,3
14598,"이누나 네이버네 며칠전에 기사 뭐났었는데

이누나 진짜 짱인 누나지 라고썻는데
(그 마약뱅이로 나오눈 역할 너무 잘해서)

비추존나박힘 대깨문은 이누나 애초에 싫어하나봄",1
14599,저거 보고 인철수 지지한 놈들은 제정신이 아니다,1
14600,아니 뻔뻔하게 존버.,1
14601,@고뚜따8700k 생긴거보면 그짝 같아,0
14602,미국성님 사랑해요. 한미동맹 포에버!,2
14603,"@님들저사실남자임 니까짓게 안 믿어도 별 상관없음

국뽕이나 국뽕 옹호하는 새끼나 자살이 답 맞으니까",3
14604,서울에서만 500년 살았다 ㅁㅌㅊ?,0
14605,그걸 이제 알았냐 이새기들아 ㅋㅋㅋㅋ 앞으로 짱깨머니 멀리해라 병신들 ㅋㅋ,1
14606,"중국이였으면

판빙빙행",2
14607,@붉은소금 미필이지?,1
14608,보지에 전구라도 넣고깼나? 하혈을왜하노 ㅋㅋㅋㅋㅋㅋ,3
14609,감사합니다,0
14610,베라스푼이 분홍색이잖아 ㅡㅡ,3
14611,일베는 자유대한민국의 중심이다~!!멋지다,1
14612,"슬슬 레임덕올때되니 박근혜처럼은 되기싫은갑지

조선일보주필도 비리포착해서 보내버리던 박근혜는 최소한 불의에 눈감진않았음",1
14613,쟤 아직까지 살아있으려나??,0
14614,와...,0
14615,총으로 쏴버리고셒다,0
14616,@법게이랑께 말투랑 억양이 딱 전라도..,0
14617,ㅈㄱㅈ ㅈㅈㅂ ㅁㅈㅎ,0
14618,@쥬지스님_ 우파라는 정치인들도 중국에 대해서는 한마디도 못하던데 이쯤되면 우리나라 정계는 중국머니에 잠식됐다고 봐도 되나? 우리나라 고위직에도 조선족출신 귀화자들 꽤 있다고 하는거같고,2
14619,씨발 반중친미 안하는 중국 돈 먹은 매국노 썅년들은 절대로 안뽑는다,2
14620,"@파울라리노벤자민 내말이 그말이다.

여자들은 공중화장실 변기에 앉을 때 대부분이 시트 휴지로 닦는다잖냐. 지들이 개좆같이 쓰니까 다른사람도 똑같을거라 생각하고 닦는거지.

주변 남자애들 물어보면 딱봐서 흠 없으면 바로 앉거든 거의대부분이. 얌전하게 똥만싸고 나오는게 대부분이라 그런거.

마찬가지다. 저 씹새끼들 으으",3
14621,"지금 나라꼬라지 보면 영화 곡성 같음

외지인 한테 현혹되서 대통령 뽑았더니 아쿠마였고

다들 미친년인줄 알고 조리돌림해서 깜빵보낸 여자가 수호신 이었음

영화 포스터 첫문장 부터 절대 현혹되지 말라고 그렇게 경고 했지만

한방에 현혹되서 나라 씹창 나는중",3
14622,글씨체가 틀딱인데 딱봐도,3
14623,"@다크피닉스 ㅁㅈㅎ수 홍어 마리수
현재 49 상당히 클린함",1
14624,불량 키트지로 대박난 머한민국정부,1
14625,박 대통령 눈물난다,0
14626,"바이러스 샘플 채취하러 오는거라고 기사 떴다

미국이 무슨 한국보다 무슨 대단한 의료기술이있다고 의료지원을 오겠냐 ㅋㅋㅋ

어떻게 대응하나 둘러보러 온거지",1
14627,문재앙 ㅅㅂ놈 북한 극딜했다고 이중잣대 드리대서 집어넣겠네,2
14628,그대가 여자라면....,3
14629,자식잃은슬픔 어쩌구 하더니만 지새끼들 분향소옆에서 발정난 개새끼들마냥 그짓거리를했다니 인간들이 아니구나,1
14630,중국가면 연봉이 10억인데 너같으면 한국에서 콩고물 받아먹겠니?,2
14631,반했다,0
14632,뜬금없이 저 보아를 소환하노 ㅋㅋㅋㅋ,3
14633,또라이새끼,0
14634,"여자들 예쁘다고 해주면 입 찢어짐 꼭 못생긴 것들이 저런식으로 성희롱이니 뭐니 하며 선동질 하는거지 배아파서 다른여자들도 못듣게 하려고 ""얘들아 너네 좋아하지마 너네 성희롱 당하고 있는거샤 음식이 맛있다 맛없다 하는것처럼 니네들도 평가당하고 있는거라고"" 이지랄 못년들",3
14635,"뭐야 탈원전 외친게 북한 석탄 때고 화력으로 전기 만들겠다는 논리였냐?
개시발 문재앙 개새끼야 ㅋㅋ
이씨발새끼들 석탄은 또 무슨돈으로 샀고 얼마주고 샀냐?
퍼줄려고 존나게 비싸게 샀을 거 같은데...
이야 이개새끼들 보소 ㅋㅋ",2
14636,@넌개인이오 피터 킴 글이 맞습니다...,1
14637,+여군,3
14638,ㄹㅇ 창조경제네,3
14639,@배현진남편 사바하 재밌더라,3
14640,"의심스럽지만
일본 사망자는 80대 노인임

중국인 외 특이사망자가 없음",2
14641,@익명073cf5 미국 점유율 1위 체인이다..근데 도미노가 원래 맛보단 배달 전문으로 큰 회사임..미국에서 도미노하면 그냥 배달용이다,2
14642,@익명fa515a 관상충 등판,3
14643,"능력 없는 정부의 행태.

마지막 숨구멍을 틀어막네",1
14644,아따 그냥 눈감고 문빠짓 했으면 그날밤 초대남 했을텐디.. 아깝구마잉,1
14645,근데 김제동은 왜자꾸 헌법들먹임?? 학창시절에 공부좀했나?,1
14646,주책맞게 왜 울고 그래요ㅠㅠ 엉엉,1
14647,미친새끼들 ㅋㅋㅋ 엄마한테 왜 보내냐구 이새끼들아. ㅋ,3
14648,여자썅년들! 이랬으면 바로 매장,3
14649,광대,1
14650,@익명_a083e2 니애미 보지속 폭동나서 태어난게 너라구???ㅋㅋㅋㅋㅋㅋ 참고로 난 댓글배틀 3년 한 경력있다 알고 깝쳐라 ㅋㅋㅋ,3
14651,하승진이냐 저남자,3
14652,엄마가 다해주니 애새킈나 남편새킈 마인드가 ㅎㅌㅊ지,3
14653,"한국이 중국 눈치보고
북한 구애하고
일본한테 전전긍긍ㅋㅋㅋㅋ",2
14654,"저게 한국놈들 수준이다
빨리 미군 내보내고 중국속국으로 정은이 통치받으며 사는게 이나라 수준에 맞다",2
14655,"실장 동생, 안희정 부인 둘다 다른보지한테 물려서 인생 꼬인 케이스지. 보빨민국 좆팔육들이 오냐오냐키운 딸들의 작품임",3
14656,모자이크 좀,3
14657,약쳐빨았노 ㅋㅋㅋ,0
14658,"소련 - 러시아로 넘어가던 시절에는

초코파이 한박스, 스타킹 두세개면 잤잤 가능했다 카더라

지금은 한류의 버프로 인하여 남자 급여 한화 3~5백만원은 버는 남편 만나고 싶어함",3
14659,"떡밥던져놓고 언론 통제와 내려진 지령을 얼마나 잘 이행하는지 시험하는 거 아니였겟나?
아님 말고 ㅋㅋ",1
14660,흥 이거만 보고 일본 불매 할거거든요?,2
14661,배필4 재밌었는데,0
